Date,TMAX,TMIN,WMAX,RTOT
2/3/2013,1.94,-7.76,6.08358447,0.2
2/4/2013,2.44,-8.76,6.594694838,0
2/5/2013,0.64,-7.06,4.716990566,0
2/6/2013,8.84,-1.76,6.94046108,5
2/7/2013,2.44,-2.66,7.299315036,0.17
2/8/2013,4.54,-3.16,5.608029957,0
2/9/2013,8.84,0.44,9.411163584,10.5
2/10/2013,5.64,-1.56,12.10371844,0.06
2/11/2013,3.84,-1.86,4.805205511,0
2/12/2013,7.04,0.34,6.113100686,0
2/13/2013,6.64,0.44,8.90056178,0.14
2/14/2013,1.24,-2.96,6.087692502,0.49
2/15/2013,-1.86,-6.86,6.212889827,0
2/16/2013,2.44,-6.66,6.198386887,0
2/17/2013,7.94,-1.76,10.33102125,9.45
2/18/2013,-1.36,-8.96,10.84665847,0.24
2/19/2013,-4.46,-11.06,7.029224708,0
2/20/2013,-2.46,-9.86,6.5,4.95
2/21/2013,1.94,-4.06,6.628725368,10.38
2/22/2013,0.64,-4.96,4.30464865,0
2/23/2013,-1.36,-10.16,3.512833614,0.02
2/24/2013,1.64,-5.66,8.321658489,0.34
2/25/2013,0.94,-0.46,9.10659102,18.87
2/26/2013,0.94,-0.76,6.432728814,4.19
2/27/2013,1.44,-1.36,6.020797289,1.51
2/28/2013,1.14,-3.76,5.7,0.81
3/1/2013,-0.76,-4.96,5.522680509,0.35
3/2/2013,0.84,-5.56,2.6,0
3/3/2013,3.24,-3.06,7.017834424,0.66
3/4/2013,1.24,-2.66,8.00624756,16.66
3/5/2013,0.54,-4.26,8.215229759,0.79
3/6/2013,2.94,-3.96,2.778488798,0.01
3/7/2013,6.04,-3.06,4.280186912,0.02
3/8/2013,7.04,-0.66,6.574191966,3.72
3/9/2013,13.84,6.54,7.769813383,14.81
3/10/2013,7.94,-1.66,7.723341246,2.04
3/11/2013,4.04,-2.26,6.80661443,0.94
3/12/2013,1.64,-3.46,7.85684415,0.28
3/13/2013,0.34,-3.66,4.210700654,5.58
3/14/2013,11.24,-1.16,4.219004622,0.95
3/15/2013,6.74,0.84,6.166036004,0.33
3/16/2013,1.94,-1.86,5.408326913,2.85
3/17/2013,7.24,-1.36,7.21734023,1.18
3/18/2013,4.04,-3.86,8.658521814,0
3/19/2013,-1.26,-5.96,7.600657866,0
3/20/2013,0.54,-7.56,5.575840744,0.01
3/21/2013,5.34,-4.56,2.545584412,0
3/22/2013,7.84,-0.66,5.220153254,1.05
3/23/2013,2.64,-0.56,8.778382539,4.89
3/24/2013,0.24,-2.06,7.783315489,4.84
3/25/2013,3.34,-1.96,4.763402146,0.82
3/26/2013,6.04,-2.26,3.624913792,0.06
3/27/2013,6.44,-3.06,2.529822128,0
3/28/2013,11.04,2.44,2.385372088,0.08
3/29/2013,13.14,2.04,4.74341649,2.39
3/30/2013,11.74,3.24,7.066116331,0.16
3/31/2013,5.14,-0.76,5.456189146,0.42
4/1/2013,6.14,-1.96,4.294182111,0
4/2/2013,7.44,-1.56,3.440930107,0
4/3/2013,11.84,0.44,2.817800561,0
4/4/2013,10.64,2.24,4.219004622,0
4/5/2013,16.84,4.74,10.08067458,0.11
4/6/2013,19.54,9.44,6.506919394,0.53
4/7/2013,17.24,13.54,7.306161783,5.75
4/8/2013,19.34,14.74,6.236184731,8.29
4/9/2013,23.44,17.44,8.229216245,75.76
4/10/2013,18.64,5.24,6.648308055,4.9
4/11/2013,6.84,2.34,7.130918594,0.42
4/12/2013,11.24,1.44,6.438167441,0.01
4/13/2013,21.34,7.34,8.50529247,0.04
4/14/2013,20.04,11.04,7.454528825,4.66
4/15/2013,11.84,7.64,5.032891813,1.54
4/16/2013,18.64,7.24,4.810405388,36.04
4/17/2013,21.64,7.94,8.805679985,48.37
4/18/2013,6.04,1.24,8.984430978,1.54
4/19/2013,8.44,0.14,3.820994635,0.08
4/20/2013,12.34,1.34,4.92036584,0
4/21/2013,17.94,4.04,4.494441011,0.18
4/22/2013,14.44,4.84,8.386894539,21.44
4/23/2013,8.94,3.54,5.099019514,4.26
4/24/2013,11.64,2.64,5.671860365,0.06
4/25/2013,11.84,4.24,4.501110974,0.94
4/26/2013,15.24,6.44,4.313930922,3.57
4/27/2013,16.84,11.54,3.140063694,2.19
4/28/2013,22.04,10.14,4.825971405,0
4/29/2013,25.54,14.14,5.60357029,0
4/30/2013,25.14,15.24,3.962322551,0
5/1/2013,23.84,14.44,2.780287755,23.14
5/2/2013,19.54,14.24,5.575840744,13.47
5/3/2013,14.94,11.64,6.456004957,9.85
5/4/2013,16.84,11.34,5.946427499,1.26
5/5/2013,19.44,10.34,5.232590181,1.52
5/6/2013,22.24,12.44,2.641968963,0.7
5/7/2013,23.74,13.04,2.302172887,0
5/8/2013,21.84,15.24,6.139218191,10.89
5/9/2013,16.14,8.44,5.044799302,0.31
5/10/2013,16.54,5.84,7.102112362,1.27
5/11/2013,11.74,4.14,5.5,0
5/12/2013,16.34,4.54,5.008991915,0.27
5/13/2013,26.04,9.34,5.547071299,0
5/14/2013,26.64,17.24,6.462971453,17.25
5/15/2013,23.94,17.44,3.667424164,19.6
5/16/2013,24.54,17.04,5.882176468,2.52
5/17/2013,26.44,16.34,2.662705391,0.64
5/18/2013,28.64,17.74,4.65295605,0.1
5/19/2013,28.54,20.04,6.830812543,0
5/20/2013,25.84,19.34,5.507267925,31
5/21/2013,22.24,14.24,5.246903849,16.71
5/22/2013,14.84,4.54,6.706713055,1.54
5/23/2013,16.84,3.74,4.535416188,0
5/24/2013,16.74,6.24,4.219004622,6.81
5/25/2013,14.64,10.24,3.862641583,11.62
5/26/2013,24.04,13.84,4.738143096,22.08
5/27/2013,26.34,18.74,8.430895563,4.25
5/28/2013,27.44,19.94,6.087692502,0.09
5/29/2013,24.84,19.24,7.102112362,10.3
5/30/2013,24.24,19.54,6.80661443,17.7
5/31/2013,24.54,15.74,6.811754546,26.55
6/1/2013,18.14,9.04,4.384062043,0.92
6/2/2013,19.44,8.74,3.041381265,0
6/3/2013,21.14,9.24,4.295346319,0
6/4/2013,24.84,13.74,3.40147027,0.02
6/5/2013,24.44,13.84,3.352610923,8.19
6/6/2013,21.54,12.14,3.289376841,2.13
6/7/2013,25.14,10.94,2.844292531,0.16
6/8/2013,25.34,16.24,4.492215489,3.39
6/9/2013,22.74,15.34,4.052159918,1.61
6/10/2013,27.14,16.94,3.255764119,0.17
6/11/2013,30.64,20.64,6.505382387,3.2
6/12/2013,23.64,14.14,5.903388857,0.82
6/13/2013,23.54,12.04,3.640054945,0
6/14/2013,27.14,16.04,4.860041152,7.47
6/15/2013,27.14,18.64,4.177319715,6.86
6/16/2013,27.84,16.04,2.302172887,1.3
6/17/2013,24.74,13.54,3.511409973,3.4
6/18/2013,24.94,14.74,2.912043956,0
6/19/2013,27.74,17.34,3.257299495,0
6/20/2013,29.74,18.94,4.019950248,0.4
6/21/2013,30.04,20.74,5.314132102,5.05
6/22/2013,26.74,21.04,4.275511665,0.32
6/23/2013,28.74,20.14,4.716990566,8.96
6/24/2013,29.84,20.94,5.456189146,15.51
6/25/2013,27.94,21.84,5.240229003,9.47
6/26/2013,29.14,21.34,5.10881591,2.16
6/27/2013,26.24,16.54,5.636488268,1.65
6/28/2013,19.54,14.94,4.197618372,12.67
6/29/2013,22.44,13.24,6.236986452,2.65
6/30/2013,22.64,13.24,5.630275304,0.16
7/1/2013,19.84,14.44,4.554119015,6.27
7/2/2013,22.24,13.34,2.5,2.75
7/3/2013,26.04,13.84,2.024845673,0.06
7/4/2013,27.64,12.64,2.121320344,0
7/5/2013,27.04,17.94,2.692582404,0.42
7/6/2013,26.04,18.14,3.748332963,15.84
7/7/2013,29.14,19.74,4.981967483,3.15
7/8/2013,28.24,21.44,3.482814953,12.41
7/9/2013,28.24,17.14,4.492215489,0.39
7/10/2013,24.24,14.54,3.440930107,0
7/11/2013,24.94,11.94,2.617250466,0
7/12/2013,25.54,14.84,3.820994635,0.44
7/13/2013,28.04,17.84,3.140063694,0.67
7/14/2013,29.54,21.44,3.228002478,0.31
7/15/2013,30.14,21.44,1.96468827,0.78
7/16/2013,30.84,20.64,1.843908891,0.26
7/17/2013,30.64,21.84,2.941088234,1.06
7/18/2013,30.44,22.14,4.5,1.03
7/19/2013,28.44,19.64,3.2984845,9.01
7/20/2013,28.54,18.44,2.863564213,5.05
7/21/2013,27.44,17.84,2.6,2.02
7/22/2013,27.64,13.64,4.535416188,0.16
7/23/2013,21.34,12.04,4.081666326,0
7/24/2013,23.54,11.14,2.416609195,0
7/25/2013,24.84,14.34,3.676955262,1.53
7/26/2013,19.04,9.54,4.701063709,0.04
7/27/2013,20.24,8.34,5.300943312,0.57
7/28/2013,23.64,8.04,2.061552813,0
7/29/2013,24.34,15.54,3.306055051,1.19
7/30/2013,26.24,16.74,3.264965543,1.73
7/31/2013,25.04,16.84,4.272001873,0
8/1/2013,26.74,15.64,4.326661531,11.34
8/2/2013,26.04,14.24,3.551056181,4.1
8/3/2013,24.14,13.44,2.507987241,0.07
8/4/2013,25.24,13.74,4.101219331,0.82
8/5/2013,28.64,17.04,2.641968963,4.88
8/6/2013,29.24,20.74,2.778488798,3.77
8/7/2013,26.54,16.44,3.101612484,0.4
8/8/2013,25.74,15.74,2.758622845,2.27
8/9/2013,25.74,13.34,3.383784863,0.03
8/10/2013,26.54,14.54,2.53179778,0
8/11/2013,28.34,17.74,2.816025568,0.28
8/12/2013,23.34,11.54,4.414748011,0.01
8/13/2013,21.64,8.74,2.302172887,0.28
8/14/2013,22.34,10.04,2.28035085,0
8/15/2013,23.44,12.24,3.361547263,0.1
8/19/2013,28.34,16.14,2.40208243,0
8/20/2013,29.64,17.74,3.087069808,0.14
8/21/2013,30.24,18.24,2.823118843,0.62
8/22/2013,28.64,17.74,3.138470965,0.08
8/23/2013,28.94,16.84,2.765863337,0
8/24/2013,29.64,16.34,3.101612484,0
8/25/2013,31.44,18.14,3.312099032,0
8/26/2013,31.64,21.44,4.401136217,0
8/27/2013,33.34,21.74,3.832753579,0
8/28/2013,31.44,19.04,2.473863375,0
8/29/2013,32.54,20.94,3.220248438,3.26
8/30/2013,34.04,22.04,2.745906044,6.5
8/31/2013,31.34,20.74,3.2984845,0.81
9/1/2013,25.84,13.34,4.609772229,0.1
9/2/2013,24.74,11.44,2.62488095,0
9/3/2013,27.34,10.04,1.788854382,0
9/4/2013,30.84,15.44,3.03644529,0
9/5/2013,29.24,15.84,2.844292531,0
9/6/2013,30.74,16.64,3.342154993,3.43
9/7/2013,30.04,18.74,3.40147027,2.65
9/8/2013,33.54,20.04,4.482186966,0
9/9/2013,34.34,21.24,4.661544808,0
9/10/2013,33.54,20.04,4.972926704,2.26
9/11/2013,28.34,16.04,4.924428901,1.96
9/12/2013,19.54,7.54,4.522167622,0.03
9/13/2013,21.94,6.44,3.014962686,0
9/14/2013,24.54,10.34,4.301162634,1.15
9/15/2013,22.14,10.74,4.675467891,0.11
9/16/2013,22.64,8.94,3.4,0
9/17/2013,28.64,15.14,4.681879964,0
9/18/2013,30.64,19.64,4.356604182,6.91
9/19/2013,22.84,13.54,4.356604182,16.32
9/20/2013,19.74,9.44,5.032891813,0
9/21/2013,20.84,8.04,3.006659276,0
9/22/2013,21.54,7.34,3.361547263,0
9/23/2013,24.44,8.54,3.310589071,0
9/24/2013,24.84,12.54,3.104834939,0
9/25/2013,25.44,12.24,2.828427125,0
9/26/2013,26.04,11.94,3.405877273,0
9/27/2013,26.84,12.44,5.731491952,5.08
9/28/2013,21.64,10.84,4.792702787,3.78
9/29/2013,24.44,10.54,3.157530681,0.02
9/30/2013,27.04,15.34,4.404543109,0
10/1/2013,27.74,17.84,2.906888371,5.54
10/2/2013,27.44,19.14,5.060632372,12.21
10/3/2013,28.84,17.94,4.866210024,0.06
10/4/2013,24.54,18.54,4.709564736,7.04
10/5/2013,16.64,7.34,6.224146528,0.57
10/6/2013,17.64,8.04,5.021951812,0.23
10/7/2013,21.24,8.84,3.280243893,0
10/8/2013,21.04,7.64,3.08058436,0
10/9/2013,23.14,11.04,2.906888371,0
10/10/2013,23.54,12.24,4.491102315,0
10/11/2013,22.64,12.24,3.911521443,1.52
10/12/2013,18.84,8.54,3.712142239,0
10/13/2013,17.74,6.54,3.330165161,0
10/14/2013,16.44,11.64,5.336665626,3
10/15/2013,14.94,7.94,5.433231083,0
10/16/2013,15.14,7.24,4.7,1.82
10/17/2013,13.74,6.24,5.315072906,0
10/18/2013,11.44,4.54,6.168468205,3.92
10/19/2013,17.04,4.24,7.632168761,0
10/20/2013,10.84,3.74,5.580322571,0
10/21/2013,9.24,2.24,5.470831747,4.38
10/22/2013,6.44,-1.16,5.14781507,0.05
10/23/2013,5.64,-0.16,5.869412236,0.18
10/24/2013,8.44,-1.66,5.322593353,0
10/25/2013,11.54,2.04,6.89492567,0
10/26/2013,11.74,0.74,3.1144823,0
10/27/2013,14.44,2.04,2.823118843,0
10/28/2013,13.94,4.64,3.40147027,0.66
10/29/2013,18.34,9.84,5.3,4.53
10/30/2013,19.34,8.14,8.572630868,33.47
10/31/2013,11.74,6.24,5.7218878,0
11/1/2013,10.14,3.54,5.68594759,0.03
11/2/2013,10.54,1.24,4.254409477,0
11/3/2013,13.14,4.44,7.397972695,0
11/4/2013,12.84,7.54,7.170076708,2.1
11/5/2013,12.84,3.34,7.500666637,19.34
11/6/2013,8.74,0.54,5.703507693,0
11/7/2013,9.74,0.14,6.573431372,0
11/8/2013,13.84,4.54,7.824321057,0
11/9/2013,8.24,2.84,5.185556865,0
11/10/2013,7.64,-2.16,8.188406438,2.36
11/11/2013,0.74,-5.66,6.9007246,0
11/12/2013,4.14,-5.06,5.85918083,0
11/13/2013,6.54,-3.26,7.38241153,0
11/14/2013,8.04,1.34,5.280151513,0.01
11/15/2013,14.54,6.54,8.602325267,8.48
11/16/2013,20.04,8.04,11.41271221,5.53
11/17/2013,7.94,0.84,7.596051606,0
11/18/2013,6.24,-0.96,4.609772229,0
11/19/2013,6.94,-0.66,6.236986452,0.56
11/20/2013,8.94,6.14,5.1,10.59
11/21/2013,8.94,-0.06,6.90651866,0.82
11/22/2013,-0.16,-7.56,7.523961722,0
11/23/2013,-3.46,-8.46,5.20096145,0
11/24/2013,1.14,-4.66,5.818075283,0.08
11/25/2013,2.34,-6.26,6.905070601,0.02
11/26/2013,-4.06,-8.96,7.29177619,0
11/27/2013,1.34,-6.26,6.13514466,0
11/28/2013,0.94,-5.36,3.544009029,0
11/29/2013,5.24,-2.56,5.724508713,0
11/30/2013,5.34,0.64,3.39411255,0.17
12/1/2013,7.74,1.94,4.318564576,1.55
12/2/2013,11.44,5.64,7.502666193,0.89
12/3/2013,14.74,7.94,7.302739212,0.82
12/4/2013,5.24,-2.56,6.30634601,0.98
12/5/2013,-2.26,-6.96,5.393514624,2.21
12/6/2013,-6.16,-10.26,4.494441011,0
12/7/2013,-3.16,-9.56,5.614267539,1.1
12/8/2013,-2.76,-6.16,6.28171951,0.01
12/9/2013,-4.76,-12.26,9.563472173,0
12/10/2013,-4.56,-14.26,7.280109889,0.15
12/11/2013,-5.26,-15.16,5.780138407,0
12/12/2013,-1.96,-7.16,4.327817002,6.73
12/13/2013,0.04,-4.46,5.54436651,5.68
12/14/2013,-4.56,-10.86,5.903388857,0.19
12/15/2013,-2.66,-7.86,4.368065934,0.46
12/16/2013,-0.56,-7.56,8.497058314,0
12/17/2013,0.14,-7.26,7.783315489,0
12/18/2013,7.04,1.84,7.26704892,1.13
12/19/2013,11.34,2.44,7.712976079,4.89
12/20/2013,3.24,0.84,7.988116173,27.12
12/21/2013,1.94,-2.16,5.283937925,1.32
12/22/2013,-3.06,-13.46,7.340980861,0
12/23/2013,-6.06,-13.76,6.400781202,0
12/24/2013,0.24,-6.76,6.435060217,0.09
12/25/2013,2.24,-4.76,5.852349955,0.02
12/26/2013,3.34,-2.56,5.813776741,0
12/27/2013,6.64,0.04,5.907622195,0
12/28/2013,3.74,-9.16,8.637129153,0.22
12/29/2013,-4.86,-10.76,6.17170965,0
12/30/2013,-3.76,-8.06,4.933558553,0
12/31/2013,-0.26,-5.86,5.99082632,0.89
1/1/2014,-5.46,-14.66,8.2,5.14
1/2/2014,-8.16,-17.66,8.502352616,0
1/3/2014,-0.56,-8.86,8.766413178,0.59
1/4/2014,-2.06,-22.66,10.60754448,15.22
1/5/2014,-21.66,-26.86,8.840814442,0.03
1/6/2014,-10.96,-20.86,6.087692502,0.07
1/7/2014,-5.86,-11.56,3.668787266,0.87
1/8/2014,-2.06,-9.96,5.263078947,2.4
1/9/2014,4.34,-1.96,8.209750301,15.44
1/10/2014,5.24,-2.76,8.022468448,1.4
1/11/2014,5.44,-2.56,9.963934966,0
1/12/2014,5.84,-1.06,9.512623192,0.01
1/13/2014,3.34,-4.36,11.7686023,1.05
1/14/2014,-4.56,-7.46,8.13019065,0.04
1/15/2014,2.74,-7.16,8.962700486,0.5
1/16/2014,-5.76,-11.66,7.545197148,0.23
1/17/2014,-3.16,-12.96,7.653757247,3.56
1/18/2014,-0.66,-11.26,8.798295289,0.04
1/19/2014,-0.46,-4.56,8.411896338,1.41
1/20/2014,-4.16,-16.66,10.68924693,1.61
1/21/2014,-5.96,-16.06,8.627861844,0.1
1/22/2014,-15.16,-18.96,8.839117603,0
1/23/2014,-4.66,-18.46,11.23610253,0.89
1/24/2014,-2.06,-17.06,10.39471019,0.87
1/25/2014,1.94,-13.46,11.24144119,1.57
1/26/2014,-10.36,-19.66,12.94179277,0
1/27/2014,-12.96,-20.56,4.001249805,0
1/28/2014,-3.96,-12.56,7.433034374,0
1/29/2014,1.04,-7.66,13.15750736,0.27
1/30/2014,-1.56,-5.96,4.10487515,3.78
1/31/2014,3.94,-5.66,6.229767251,14.56
2/1/2014,-3.06,-11.36,5.315072906,0.64
2/2/2014,-5.46,-11.76,3.801315562,0
2/3/2014,-4.86,-9.06,7.74209274,6.76
2/4/2014,-4.86,-18.46,7.829431652,1.68
2/5/2014,-15.16,-19.76,4.661544808,0
2/6/2014,-9.26,-16.26,3.492849839,0
2/7/2014,-4.96,-12.26,4.295346319,0.26
2/8/2014,-4.56,-16.46,5.805170109,2.02
2/9/2014,-12.16,-16.76,4.939635614,0
2/10/2014,-10.26,-18.86,3.324154028,0
2/11/2014,-4.36,-13.36,3.577708764,0
2/12/2014,-0.26,-9.56,6.129437168,0.1
2/13/2014,-4.16,-9.76,6.092618485,4.69
2/14/2014,-6.96,-17.66,4.810405388,1.86
2/15/2014,-3.86,-6.76,5.590169944,0.23
2/16/2014,-0.56,-8.86,8.348652586,9.08
2/17/2014,3.44,-4.86,7.782030583,0
2/18/2014,5.24,-0.66,6.120457499,0
2/19/2014,12.84,1.04,13.25631925,8.34
2/20/2014,7.34,-2.26,11.41271221,0.62
2/21/2014,5.94,-2.56,5.500909016,0.22
2/22/2014,-1.56,-10.56,4.887739764,0
2/23/2014,-2.86,-8.76,4.810405388,0.5
2/24/2014,-3.86,-13.46,7.378346698,0.71
2/25/2014,-8.26,-16.76,6.935416354,0
2/26/2014,-9.76,-16.36,7.119691005,0
2/27/2014,0.34,-14.36,5.1623638,0
2/28/2014,-0.86,-9.26,6.31585307,4.18
3/1/2014,-7.36,-14.96,6.500769185,9.01
3/2/2014,-8.06,-20.26,6.328506933,0.02
3/3/2014,-0.76,-10.56,2.720294102,0
3/4/2014,-3.66,-11.96,4.65295605,0
3/5/2014,3.34,-6.36,4.609772229,0
3/6/2014,9.44,-2.76,4.854894438,0
3/7/2014,3.94,-2.26,5.100980298,0.56
3/8/2014,7.74,-3.36,6.095900262,0
3/9/2014,13.94,1.64,6.356099433,0
3/10/2014,16.54,3.34,7.26704892,4.45
3/11/2014,4.54,-8.66,12.17579566,9.93
3/12/2014,6.64,-5.36,6.08358447,0
3/13/2014,12.24,2.84,9.759098319,0
3/14/2014,11.44,-1.06,7.762087348,0
3/15/2014,-0.56,-5.16,10.06578363,0.48
3/16/2014,3.94,-7.46,5.390732789,0
3/17/2014,12.04,-1.56,8.919641248,0.03
3/18/2014,7.04,0.44,9.042676595,1.3
3/19/2014,11.54,-0.76,6.003332408,0
3/20/2014,17.64,3.54,7.881624198,0.12
3/21/2014,5.84,-1.46,6.5,0
3/22/2014,1.24,-5.06,6.007495318,0
3/23/2014,1.54,-4.76,2.692582404,0.41
3/24/2014,-0.46,-6.26,8.417244205,1.64
3/25/2014,5.74,-6.56,6.603029608,0.02
3/26/2014,11.34,1.54,10.39422917,10.14
3/27/2014,10.74,1.74,8.099382693,0.39
3/28/2014,7.64,-0.96,6.378871374,4.41
3/29/2014,12.94,-0.86,4.30464865,0
3/30/2014,16.24,3.74,8.868483523,0.26
3/31/2014,12.34,6.64,7.816009212,0.4
4/1/2014,13.34,5.34,4.827007354,26.73
4/2/2014,19.24,11.04,5.980802622,45.06
4/3/2014,14.94,1.24,9.841239759,1.4
4/4/2014,10.14,-1.06,4.664761516,0
4/6/2014,7.24,4.74,6.935416354,9.58
4/7/2014,9.94,3.64,4.609772229,5.33
4/8/2014,14.04,3.74,5.787054518,0
4/9/2014,16.14,7.74,8.062257748,0.99
4/10/2014,17.94,7.14,3.041381265,0
4/11/2014,22.74,8.84,8.321658489,0.51
4/12/2014,19.84,15.04,8.792041856,12.02
4/13/2014,16.44,-1.66,8.139410298,9.67
4/14/2014,4.84,-2.86,6.044005295,0.22
4/15/2014,11.04,-0.36,7.679192666,0
4/16/2014,14.94,2.64,5.069516742,0.45
4/17/2014,17.84,7.74,3.848376281,1.2
4/18/2014,19.14,4.44,4.060788101,0
4/19/2014,21.74,8.94,3.512833614,0
4/20/2014,22.14,14.44,6.506919394,5.56
4/21/2014,15.64,6.64,5.930430001,0
4/22/2014,14.54,4.14,3.860051813,0
4/23/2014,19.14,6.74,7.964923101,7.62
4/24/2014,20.34,9.94,8.266196223,2.63
4/25/2014,24.34,10.84,5.059644256,0.06
4/26/2014,24.14,12.34,7.71038261,39.86
4/27/2014,23.54,13.74,7.694153625,12.31
4/28/2014,19.84,11.04,8.603487665,6.97
4/29/2014,10.34,6.74,5.45710546,0.58
4/30/2014,10.44,5.04,6.89637586,0.37
5/1/2014,13.24,4.94,5.107837116,0.31
5/2/2014,18.74,8.34,5.950630219,0.05
5/12/2014,20.54,11.34,5.131276644,2.13
5/13/2014,11.84,7.84,4.837354649,9.26
5/14/2014,12.84,6.84,6.484597135,5.02
5/15/2014,9.04,3.84,4.272001873,2.74
5/16/2014,13.84,3.74,2.5,0.68
5/17/2014,17.54,5.94,2.641968963,0
5/18/2014,19.24,7.74,5.86003413,0.1
5/19/2014,26.54,14.64,6.003332408,0.51
5/20/2014,27.04,17.54,4.308131846,2.22
5/21/2014,23.24,13.74,3.612478374,0
5/22/2014,22.14,10.44,3.623534186,0
5/23/2014,22.24,10.64,2.996664813,0
5/24/2014,23.14,15.64,4.491102315,0
5/25/2014,28.04,17.54,4.763402146,6.6
5/26/2014,26.84,19.44,4.5607017,7.7
5/27/2014,28.14,18.54,2.707397274,12.58
5/28/2014,25.94,18.64,3.944616585,7.87
5/29/2014,27.14,17.54,4.044749683,0
5/30/2014,27.04,15.94,4.070626487,0
5/31/2014,27.94,16.44,4.801041554,3.33
6/1/2014,26.34,20.24,6.8,1.22
6/2/2014,27.24,18.14,3.944616585,0
6/3/2014,26.24,14.34,5.315072906,54.9
6/4/2014,22.94,13.54,4.785394446,0
6/5/2014,25.64,13.74,2.657066051,0
6/6/2014,26.64,16.34,4.252058325,5.54
6/7/2014,23.74,12.84,7.151223672,0.18
6/8/2014,24.54,12.24,3.805259518,1.59
6/9/2014,24.04,16.54,5.06359556,29.22
6/10/2014,23.14,17.24,2.507987241,2.96
6/11/2014,26.44,13.34,4.123105626,7.52
6/12/2014,20.64,11.44,4.401136217,0
6/13/2014,22.44,10.94,4.10487515,0
6/14/2014,27.14,11.94,6.700746227,10.64
6/15/2014,29.24,20.04,4.317406629,1.37
6/16/2014,30.04,20.84,6.637017402,0
6/17/2014,30.74,21.54,5.232590181,7.78
6/18/2014,30.44,21.44,3.482814953,6.42
6/19/2014,28.24,19.54,4.294182111,8.03
6/20/2014,29.24,18.04,2.284731932,0
6/21/2014,28.94,18.14,2.865309756,7.58
6/22/2014,28.94,20.54,4.341658669,10.17
6/23/2014,22.84,18.84,3.264965543,33.69
6/24/2014,27.04,17.54,3.001666204,0.54
6/25/2014,27.54,16.24,2.906888371,0.38
6/26/2014,28.54,18.44,3.667424164,0.06
6/27/2014,26.04,20.24,4.801041554,3.45
6/28/2014,28.44,21.24,4.494441011,2.08
6/29/2014,29.34,21.94,6.216912417,6.17
6/30/2014,27.44,17.54,5.770615219,0.09
7/1/2014,20.64,13.74,4.632493929,0.6
7/2/2014,22.54,13.24,3.405877273,0.44
7/3/2014,24.34,11.34,2.6,0.11
7/4/2014,24.44,13.54,3.847076812,0
7/5/2014,28.44,15.24,5.99082632,3.33
7/6/2014,29.34,20.34,5.1623638,2.01
7/7/2014,26.44,16.44,5.500909016,25.3
7/8/2014,24.64,14.54,3.1144823,0.08
7/9/2014,24.64,13.94,3.006659276,0
7/10/2014,25.54,13.34,2.785677655,0.77
7/11/2014,30.84,17.84,4.440720662,10.9
7/12/2014,26.34,19.84,3.383784863,10.06
7/13/2014,26.24,12.44,4.936598019,3.24
7/14/2014,18.54,10.54,4.909175083,0.17
7/15/2014,21.64,11.04,3.176476035,0.42
7/16/2014,24.54,7.84,2.5,0.14
7/17/2014,24.54,12.74,2.505992817,0.04
7/18/2014,26.04,12.04,2.302172887,0.19
7/19/2014,26.94,11.04,1.61245155,0.08
7/20/2014,28.34,14.84,2.729468813,0
7/21/2014,30.14,17.14,4.23792402,0
7/22/2014,24.34,10.94,5.220153254,5.41
7/23/2014,23.24,9.64,3.453983208,0
7/24/2014,25.74,12.44,4.805205511,2.53
7/25/2014,30.94,16.44,4.5607017,14.08
7/26/2014,28.44,15.44,6.685057965,1.36
7/27/2014,21.94,8.74,4.933558553,0.04
7/28/2014,23.94,11.74,3.44818793,0.69
7/29/2014,24.64,13.64,2.6,0.72
7/30/2014,25.74,10.74,1.923538406,0.55
7/31/2014,25.54,11.54,1.6,3.03
8/1/2014,26.54,13.14,2.545584412,1.41
8/2/2014,28.14,13.44,1.788854382,1.09
8/3/2014,28.04,14.34,2.62488095,0.08
8/4/2014,27.44,17.84,2.607680962,1.46
8/5/2014,24.04,16.34,2.920616373,0.15
8/6/2014,18.44,16.14,4.509988914,20.18
8/7/2014,23.84,16.44,5.941380311,17.43
8/8/2014,26.24,17.44,3.269556545,0.13
8/9/2014,27.14,17.84,2.865309756,2.4
8/10/2014,27.44,18.64,3.889730068,1.14
8/11/2014,22.84,13.54,5.382378656,0.72
8/12/2014,25.34,11.74,2.831960452,0.05
8/13/2014,25.84,14.04,2.846049894,0.2
8/14/2014,24.74,10.14,2.720294102,0
8/15/2014,24.94,18.24,5.393514624,4.61
8/16/2014,25.94,17.64,3.224903099,5.91
8/17/2014,28.74,17.34,2.915475947,0.04
8/18/2014,28.74,19.24,4.580392996,1.61
8/19/2014,30.24,18.64,3.40147027,2.37
8/20/2014,31.34,21.54,4.596737974,4.72
8/21/2014,32.54,23.34,4.308131846,1.8
8/22/2014,31.04,22.94,2.256102835,10.61
8/23/2014,31.74,22.24,2.549509757,1.43
8/24/2014,33.14,21.94,2.751363298,0.53
8/25/2014,32.44,21.84,2.647640459,7.33
8/26/2014,30.44,20.64,2.801785145,8.31
8/27/2014,29.84,16.34,2.801785145,0
8/28/2014,30.04,19.24,4.440720662,5.15
8/29/2014,28.14,19.74,5.905929224,9.41
8/30/2014,28.84,19.74,3.046309242,0.21
8/31/2014,28.24,19.94,7.057619995,6.02
9/1/2014,27.44,18.54,2.473863375,1.2
9/2/2014,27.64,15.34,3.2984845,0
