Date,Max Hourly Temp (C),Min Hourly Temp (C),Max Wind Speed (m/s),Total Precip (mm)
2010-01-02,-14.444444444444445,-20.555555555555557,6.7056,0.00
2010-01-03,-12.222222222222223,-21.11111111111111,4.91744,0.00
2010-01-04,-11.666666666666668,-18.88888888888889,8.9408,0.00
2010-01-09,-12.777777777777779,-22.77777777777778,7.15264,0.00
2010-01-10,-7.222222222222222,-24.444444444444446,8.04672,0.00
2010-01-13,0.5555555555555556,-11.666666666666668,7.59968,0.00
2010-01-14,2.7777777777777777,-3.8888888888888893,6.7056,0.00
2010-01-28,-6.111111111111112,-13.88888888888889,7.59968,0.00
2010-01-29,-7.777777777777779,-12.777777777777779,7.15264,0.00
2010-01-30,-5.0,-11.666666666666668,8.04672,0.00
2010-01-31,-2.7777777777777777,-15.0,4.91744,0.00
2010-02-01,1.1111111111111112,-10.555555555555555,4.02336,0.00
2010-02-07,-3.3333333333333335,-10.0,3.57632,0.00
2010-02-17,-1.6666666666666667,-9.444444444444445,6.25856,0.00
2010-02-19,0.5555555555555556,-13.333333333333334,3.57632,0.03
2010-02-21,1.6666666666666667,0.5555555555555556,7.15264,0.49
2010-02-25,0.0,-7.777777777777779,7.15264,0.00
2010-02-26,1.1111111111111112,-8.333333333333334,9.38784,0.00
2010-03-02,0.5555555555555556,-1.1111111111111112,6.25856,0.00
2010-03-03,3.8888888888888893,-3.8888888888888893,6.25856,0.00
2010-03-04,6.666666666666667,-6.111111111111112,6.7056,0.00
2010-03-05,7.222222222222222,-6.111111111111112,3.57632,0.00
2010-03-06,7.777777777777779,-5.0,3.57632,0.00
2010-03-11,17.77777777777778,6.111111111111112,10.72896,0.36
2010-03-15,7.777777777777779,4.444444444444445,6.25856,0.00
2010-03-18,17.22222222222222,0.0,5.81152,0.00
2010-03-19,17.22222222222222,2.7777777777777777,7.15264,0.00
2010-03-20,10.0,1.6666666666666667,10.28192,0.00
2010-03-21,7.777777777777779,1.6666666666666667,11.176,0.05
2010-03-22,13.333333333333334,-0.5555555555555556,9.83488,0.04
2010-03-23,18.333333333333336,-3.3333333333333335,5.81152,0.00
2010-03-24,18.333333333333336,3.8888888888888893,6.25856,0.01
2010-03-26,7.777777777777779,-3.3333333333333335,8.04672,0.00
2010-03-27,12.777777777777779,-1.1111111111111112,8.04672,0.06
2010-03-29,12.222222222222223,0.5555555555555556,6.7056,0.00
2010-03-30,17.22222222222222,-0.5555555555555556,7.15264,0.00
2010-03-31,25.0,8.88888888888889,12.51712,0.00
2010-04-01,28.333333333333336,11.11111111111111,12.51712,0.00
2010-04-02,25.555555555555557,12.222222222222223,13.85824,0.00
2010-04-04,23.88888888888889,5.555555555555555,12.51712,0.00
2010-04-05,22.77777777777778,11.666666666666668,7.15264,0.00
2010-04-06,27.77777777777778,15.555555555555557,12.96416,0.00
2010-04-09,15.555555555555557,-1.1111111111111112,5.81152,0.00
2010-04-10,23.88888888888889,6.111111111111112,9.38784,0.00
2010-04-11,25.555555555555557,8.333333333333334,6.25856,0.00
2010-04-12,26.11111111111111,8.88888888888889,8.04672,0.00
2010-04-13,28.333333333333336,8.333333333333334,4.4704,0.00
2010-04-14,30.0,9.444444444444445,6.25856,0.00
2010-04-15,28.88888888888889,12.777777777777779,11.176,0.00
2010-04-17,16.11111111111111,1.1111111111111112,9.83488,0.00
2010-04-18,17.22222222222222,2.2222222222222223,6.25856,0.00
2010-04-19,17.22222222222222,3.3333333333333335,4.91744,0.00
2010-04-20,19.444444444444446,7.222222222222222,4.4704,0.00
2010-04-21,22.22222222222222,3.3333333333333335,5.81152,0.02
2010-04-22,22.22222222222222,5.555555555555555,4.02336,0.04
2010-04-26,18.333333333333336,8.88888888888889,9.83488,0.00
2010-04-27,16.666666666666668,2.7777777777777777,7.59968,0.00
2010-04-29,25.555555555555557,7.222222222222222,16.98752,0.00
2010-05-04,26.11111111111111,7.777777777777779,10.28192,0.00
2010-05-05,26.666666666666668,12.222222222222223,7.59968,0.00
2010-05-06,22.77777777777778,6.111111111111112,5.81152,0.00
2010-05-08,10.555555555555555,2.2222222222222223,13.4112,0.00
2010-05-09,16.11111111111111,0.0,5.81152,0.00
2010-05-10,17.22222222222222,6.666666666666667,11.176,0.45
2010-05-14,20.555555555555557,10.555555555555555,7.15264,0.00
2010-05-15,18.88888888888889,8.88888888888889,4.91744,0.00
2010-05-16,16.11111111111111,12.222222222222223,6.7056,0.14
2010-05-18,17.22222222222222,10.0,10.72896,0.01
2010-05-23,32.77777777777778,16.666666666666668,7.59968,0.00
2010-05-24,33.88888888888889,19.444444444444446,6.25856,0.01
2010-05-25,31.666666666666668,18.88888888888889,4.91744,0.00
2010-05-27,30.555555555555557,17.77777777777778,9.38784,0.00
2010-05-28,30.0,15.0,7.15264,0.00
2010-05-29,32.22222222222222,18.333333333333336,4.91744,0.00
2010-05-30,32.77777777777778,18.333333333333336,5.81152,0.00
2010-05-31,30.555555555555557,17.77777777777778,7.59968,0.07
2010-06-03,26.666666666666668,18.333333333333336,4.4704,0.00
2010-06-07,26.11111111111111,13.88888888888889,4.91744,0.00
2010-06-10,28.88888888888889,15.0,5.81152,0.00
2010-06-17,28.333333333333336,17.77777777777778,4.02336,0.00
2010-06-19,30.0,19.444444444444446,6.7056,0.39
2010-06-21,31.111111111111114,20.555555555555557,10.72896,0.88
2010-06-24,27.77777777777778,19.444444444444446,6.25856,0.00
2010-06-25,28.333333333333336,17.77777777777778,3.12928,0.00
2010-06-26,31.666666666666668,20.555555555555557,4.91744,0.00
2010-06-27,30.0,22.77777777777778,8.9408,0.08
2010-06-29,25.555555555555557,16.11111111111111,4.91744,0.00
2010-06-30,25.555555555555557,13.88888888888889,5.81152,0.00
2010-07-01,26.11111111111111,13.88888888888889,5.81152,0.00
2010-07-02,27.222222222222225,12.777777777777779,4.4704,0.00
2010-07-03,30.0,12.777777777777779,4.91744,0.00
2010-07-04,32.22222222222222,21.11111111111111,7.15264,0.04
2010-07-05,31.666666666666668,21.666666666666668,8.9408,0.00
2010-07-06,32.77777777777778,21.666666666666668,6.25856,0.00
2010-07-07,34.44444444444444,20.555555555555557,4.91744,0.00
2010-07-09,30.0,17.77777777777778,6.7056,0.00
2010-07-10,30.555555555555557,16.666666666666668,3.12928,0.00
2010-07-11,27.77777777777778,16.666666666666668,6.25856,0.01
2010-07-16,29.444444444444446,17.77777777777778,3.57632,0.01
2010-07-17,32.22222222222222,19.444444444444446,4.91744,0.00
2010-07-18,27.77777777777778,21.666666666666668,5.81152,0.00
2010-07-23,32.77777777777778,25.0,7.59968,0.00
2010-07-27,31.111111111111114,20.555555555555557,5.81152,0.00
2010-07-30,27.222222222222225,18.333333333333336,5.81152,0.00
2010-08-03,33.88888888888889,21.11111111111111,4.91744,0.00
2010-08-04,35.0,24.444444444444446,7.15264,0.13
2010-08-06,26.666666666666668,15.0,4.91744,0.00
2010-08-07,28.88888888888889,15.0,3.57632,0.00
2010-08-08,32.22222222222222,17.22222222222222,4.91744,0.00
2010-08-09,33.333333333333336,21.11111111111111,4.02336,0.00
2010-08-12,32.77777777777778,22.77777777777778,3.12928,0.00
2010-08-13,34.44444444444444,22.22222222222222,8.04672,0.04
2010-08-15,30.555555555555557,18.333333333333336,6.7056,0.00
2010-08-16,27.222222222222225,16.11111111111111,7.59968,0.00
2010-08-17,27.222222222222225,16.666666666666668,4.4704,0.00
2010-08-19,32.77777777777778,17.22222222222222,3.57632,0.00
2010-08-20,33.88888888888889,21.11111111111111,6.7056,0.59
2010-08-22,30.555555555555557,18.88888888888889,4.91744,0.00
2010-08-23,29.444444444444446,15.555555555555557,4.02336,0.00
2010-08-24,28.88888888888889,18.333333333333336,4.02336,0.01
2010-08-25,26.11111111111111,13.88888888888889,6.25856,0.00
2010-08-26,26.666666666666668,12.777777777777779,3.12928,0.00
2010-08-27,29.444444444444446,11.666666666666668,3.12928,0.00
2010-08-28,32.22222222222222,12.222222222222223,4.91744,0.00
2010-08-29,35.0,20.0,6.7056,0.00
2010-08-30,30.555555555555557,18.88888888888889,7.59968,0.00
2010-08-31,32.77777777777778,21.11111111111111,6.7056,0.00
2010-09-04,21.666666666666668,10.0,8.9408,0.00
2010-09-05,26.666666666666668,8.88888888888889,6.25856,0.00
2010-09-06,31.666666666666668,12.222222222222223,11.176,0.00
2010-09-08,25.555555555555557,8.333333333333334,4.91744,0.00
2010-09-09,25.555555555555557,10.0,4.91744,0.00
2010-09-12,28.88888888888889,10.555555555555555,6.25856,0.00
2010-09-13,31.666666666666668,14.444444444444445,7.59968,0.00
2010-09-14,29.444444444444446,15.555555555555557,4.02336,0.00
2010-09-15,31.111111111111114,12.777777777777779,5.81152,0.09
2010-09-17,27.222222222222225,8.88888888888889,3.57632,0.00
2010-09-18,28.88888888888889,12.222222222222223,6.7056,0.01
2010-09-20,32.77777777777778,17.77777777777778,4.91744,0.00
2010-09-21,35.0,18.88888888888889,10.72896,0.00
2010-09-23,33.333333333333336,18.88888888888889,11.62304,0.00
